latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
9.328,77.6247,318,1.1,1,2023-01-01,0821,Aqua,MODIS,62,61.03,305,7.6,D,0
10.4797,77.9378,313.8,1,1,2023-01-01,0822,Aqua,MODIS,58,61.03,299.4,4.3,D,0
13.2478,77.2639,314.7,1,1,2023-01-01,0822,Aqua,MODIS,55,61.03,302.4,4.9,D,0
12.2994,78.4085,314.3,1,1,2023-01-01,0822,Aqua,MODIS,58,61.03,301.9,4.8,D,0
14.1723,75.5024,338.4,1.2,1.1,2023-01-01,0823,Aqua,MODIS,88,61.03,305.3,41.5,D,0
14.1707,75.4922,322.2,1.2,1.1,2023-01-01,0823,Aqua,MODIS,66,61.03,301.7,16,D,0
15.1699,76.67,319.2,1,1,2023-01-01,0823,Aqua,MODIS,22,61.03,305.3,6.7,D,2
14.9327,75.1098,317.1,1.2,1.1,2023-01-01,0823,Aqua,MODIS,38,61.03,302.4,9.6,D,0
15.2106,76.6382,320.4,1,1,2023-01-01,0823,Aqua,MODIS,60,61.03,305.8,9.6,D,0
16.1519,80.6908,319.1,1.3,1.1,2023-01-01,0823,Aqua,MODIS,30,61.03,300.9,12.6,D,0
16.1689,80.5126,315.8,1.2,1.1,2023-01-01,0823,Aqua,MODIS,53,61.03,299.2,8.8,D,0
16.3211,80.5019,318.1,1.2,1.1,2023-01-01,0823,Aqua,MODIS,66,61.03,302.3,10,D,0
16.3635,80.6725,318,1.3,1.1,2023-01-01,0823,Aqua,MODIS,64,61.03,300.8,9.2,D,0
16.3847,80.5916,322.4,1.3,1.1,2023-01-01,0823,Aqua,MODIS,74,61.03,301.3,15.9,D,0
16.3947,80.5902,317.6,1.3,1.1,2023-01-01,0823,Aqua,MODIS,41,61.03,299.4,9.3,D,0
15.7456,75.0629,328.3,1.2,1.1,2023-01-01,0823,Aqua,MODIS,78,61.03,305.6,20.6,D,0
16.0301,76.0803,324.1,1.1,1,2023-01-01,0823,Aqua,MODIS,69,61.03,309,9.8,D,0
16.3194,75.9736,333.5,1.1,1,2023-01-01,0823,Aqua,MODIS,72,61.03,306.5,24.4,D,0
16.3179,75.9638,332.1,1.1,1,2023-01-01,0823,Aqua,MODIS,61,61.03,306.8,22.7,D,0
16.1723,73.8113,317.2,1.4,1.2,2023-01-01,0823,Aqua,MODIS,59,61.03,300,15.1,D,0
16.5463,75.2788,321.5,1.1,1.1,2023-01-01,0823,Aqua,MODIS,66,61.03,305.9,11.3,D,0
16.5448,75.2684,321,1.1,1.1,2023-01-01,0823,Aqua,MODIS,64,61.03,304.5,11,D,0
16.7656,76.3007,329.3,1,1,2023-01-01,0823,Aqua,MODIS,78,61.03,310.3,14.2,D,0
16.6548,75.4437,323.1,1.1,1,2023-01-01,0823,Aqua,MODIS,68,61.03,306.4,12,D,0
16.6532,75.4335,327.3,1.1,1,2023-01-01,0823,Aqua,MODIS,75,61.03,304.5,17.6,D,0
16.5337,74.3979,318.8,1.2,1.1,2023-01-01,0823,Aqua,MODIS,57,61.03,305.6,8.1,D,0
16.4341,73.7207,320.9,1.4,1.2,2023-01-01,0823,Aqua,MODIS,61,61.03,302.4,16.1,D,0
16.4506,73.6263,316.4,1.4,1.2,2023-01-01,0823,Aqua,MODIS,38,61.03,303.7,9.4,D,0
16.432,73.708,323.7,1.4,1.2,2023-01-01,0823,Aqua,MODIS,72,61.03,306.6,21.1,D,0
16.9711,75.0091,320.3,1.1,1.1,2023-01-01,0823,Aqua,MODIS,60,61.03,307.4,8.1,D,0
17.4597,76.5703,325.3,1,1,2023-01-01,0823,Aqua,MODIS,69,61.03,308.6,11.2,D,0
17.9394,79.9405,316.3,1.2,1.1,2023-01-01,0823,Aqua,MODIS,45,61.03,301.1,7.9,D,0
19.813,75.2249,316.5,1.1,1,2023-01-01,0824,Aqua,MODIS,52,61.03,302.5,5.9,D,0
19.8189,74.6019,317.7,1.1,1.1,2023-01-01,0824,Aqua,MODIS,61,61.03,305.1,7.2,D,0
19.8172,74.5915,320,1.1,1.1,2023-01-01,0824,Aqua,MODIS,67,61.03,305.4,9.9,D,0
20.9406,81.3039,313.2,1.6,1.2,2023-01-01,0824,Aqua,MODIS,59,61.03,299.3,11.2,D,0
21.0197,81.7032,314.6,1.7,1.3,2023-01-01,0824,Aqua,MODIS,64,61.03,300.3,12.1,D,0
21.1865,83.0121,313.5,2.1,1.4,2023-01-01,0824,Aqua,MODIS,63,61.03,300,15.9,D,0
21.0845,81.4607,314,1.6,1.3,2023-01-01,0824,Aqua,MODIS,62,61.03,300.4,10.9,D,0
21.2138,82.0828,317,1.8,1.3,2023-01-01,0824,Aqua,MODIS,64,61.03,301.5,17.8,D,0
21.2118,82.0654,312.8,1.8,1.3,2023-01-01,0824,Aqua,MODIS,34,61.03,298.5,11,D,0
21.3664,82.1404,318.9,1.9,1.3,2023-01-01,0824,Aqua,MODIS,72,61.03,300.2,23.3,D,0
21.3783,82.1389,317.2,1.9,1.3,2023-01-01,0824,Aqua,MODIS,70,61.03,300.1,19.7,D,0
21.4065,81.7968,313.2,1.8,1.3,2023-01-01,0824,Aqua,MODIS,62,61.03,299.7,10.2,D,0
21.6428,82.661,328.7,2.1,1.4,2023-01-01,0824,Aqua,MODIS,83,61.03,300.4,55.3,D,0
21.6437,82.6556,333,2.1,1.4,2023-01-01,0824,Aqua,MODIS,86,61.03,300.6,71.4,D,0
21.6417,82.636,324,2,1.4,2023-01-01,0824,Aqua,MODIS,79,61.03,300.5,39.8,D,0
21.6468,81.6856,313.8,1.7,1.3,2023-01-01,0824,Aqua,MODIS,59,61.03,299.8,13.4,D,0
21.6461,81.6956,311.9,1.7,1.3,2023-01-01,0824,Aqua,MODIS,51,61.03,299.6,11,D,0
21.7608,82.5356,313.1,2,1.4,2023-01-01,0824,Aqua,MODIS,63,61.03,300,14,D,0
20.9347,75.9956,319.5,1,1,2023-01-01,0824,Aqua,MODIS,56,61.03,308.5,6.2,D,0
21.8149,82.6875,316.1,2.1,1.4,2023-01-01,0824,Aqua,MODIS,65,61.03,300.5,19.5,D,0
21.8043,82.5892,315.6,2,1.4,2023-01-01,0824,Aqua,MODIS,64,61.03,299.8,19.9,D,0
21.8573,82.597,314.7,2,1.4,2023-01-01,0824,Aqua,MODIS,67,61.03,300.3,16.9,D,0
21.9498,83.2361,316.8,2.3,1.5,2023-01-01,0824,Aqua,MODIS,71,61.03,298.3,30.1,D,0
21.919,82.4717,317.5,2,1.4,2023-01-01,0824,Aqua,MODIS,67,61.03,300.1,21.6,D,0
21.9513,82.7392,313.4,2.1,1.4,2023-01-01,0824,Aqua,MODIS,65,61.03,300.2,15.6,D,0
21.9226,82.4638,314,2,1.4,2023-01-01,0824,Aqua,MODIS,65,61.03,300.3,14.5,D,0
21.9372,82.252,314.1,1.9,1.4,2023-01-01,0824,Aqua,MODIS,65,61.03,301.8,14.9,D,0
21.6406,82.6415,333,2,1.4,2023-01-01,0824,Aqua,MODIS,86,61.03,300.9,71.6,D,0
17.4634,75.0761,323.5,1.1,1.1,2023-01-01,0824,Aqua,MODIS,69,61.03,309.9,9.1,D,0
17.6402,76.1049,322.5,1,1,2023-01-01,0824,Aqua,MODIS,63,61.03,309.4,7.8,D,0
17.7815,76.6852,321.2,1,1,2023-01-01,0824,Aqua,MODIS,62,61.03,306.3,7.6,D,0
18.0841,78.2283,318.2,1,1,2023-01-01,0824,Aqua,MODIS,61,61.03,304.1,7.3,D,0
18.4199,78.3298,315.3,1,1,2023-01-01,0824,Aqua,MODIS,45,61.03,301.4,6,D,0
18.7345,79.5273,320,1.2,1.1,2023-01-01,0824,Aqua,MODIS,65,61.03,302.3,10.9,D,2
18.2359,75.7156,322.9,1,1,2023-01-01,0824,Aqua,MODIS,68,61.03,307.8,9.4,D,0
18.1316,75.0355,316.6,1.1,1.1,2023-01-01,0824,Aqua,MODIS,41,61.03,304.1,6.6,D,0
18.7212,78.9874,312.1,1.1,1,2023-01-01,0824,Aqua,MODIS,37,61.03,299.3,4.9,D,0
17.9574,73.2365,314,1.4,1.2,2023-01-01,0824,Aqua,MODIS,37,61.03,302.9,9.7,D,0
18.4477,75.5909,325.4,1.1,1,2023-01-01,0824,Aqua,MODIS,73,61.03,305.2,14.2,D,0
18.6568,75.9374,321.1,1,1,2023-01-01,0824,Aqua,MODIS,65,61.03,307.7,9.4,D,0
18.6975,76.0871,325.3,1,1,2023-01-01,0824,Aqua,MODIS,73,61.03,305.2,13.5,D,0
19.1056,78.9202,312.8,1.1,1,2023-01-01,0824,Aqua,MODIS,33,61.03,299.7,5.8,D,0
18.5466,74.6091,322.9,1.1,1.1,2023-01-01,0824,Aqua,MODIS,71,61.03,305.2,13.9,D,0
19.0127,77.626,326.9,1,1,2023-01-01,0824,Aqua,MODIS,77,61.03,306.1,15.1,D,0
19.0007,77.5407,322.1,1,1,2023-01-01,0824,Aqua,MODIS,69,61.03,305.2,10.5,D,0
18.9994,77.5313,330.9,1,1,2023-01-01,0824,Aqua,MODIS,81,61.03,305.8,20.8,D,0
19.2485,77.4739,318.1,1,1,2023-01-01,0824,Aqua,MODIS,60,61.03,304.6,6.4,D,0
19.2472,77.4644,330.1,1,1,2023-01-01,0824,Aqua,MODIS,80,61.03,305.4,19.7,D,0
18.7578,73.1794,320.8,1.4,1.2,2023-01-01,0824,Aqua,MODIS,67,61.03,303.9,17.5,D,0
18.7557,73.167,317.4,1.4,1.2,2023-01-01,0824,Aqua,MODIS,58,61.03,302.4,13,D,0
19.2763,76.0052,339,1,1,2023-01-01,0824,Aqua,MODIS,88,61.03,305.7,33.7,D,0
19.2366,75.6177,325.6,1,1,2023-01-01,0824,Aqua,MODIS,74,61.03,305.5,13.7,D,0
19.5654,77.5643,315.8,1,1,2023-01-01,0824,Aqua,MODIS,27,61.03,301.7,5.8,D,0
18.8849,73.0243,316.8,1.4,1.2,2023-01-01,0824,Aqua,MODIS,56,61.03,304.6,9.9,D,0
19.3542,75.7902,316.6,1,1,2023-01-01,0824,Aqua,MODIS,50,61.03,304.3,5.5,D,0
19.3528,75.7806,319.2,1,1,2023-01-01,0824,Aqua,MODIS,62,61.03,305.6,8.1,D,0
19.6822,78.0098,320.8,1,1,2023-01-01,0824,Aqua,MODIS,68,61.03,303.1,11.1,D,0
19.5092,74.9244,318.8,1.1,1,2023-01-01,0824,Aqua,MODIS,62,61.03,305.2,7.6,D,0
19.644,75.082,318.3,1.1,1,2023-01-01,0824,Aqua,MODIS,53,61.03,303.6,7.5,D,0
22.0459,82.6615,318.8,2.1,1.4,2023-01-01,0825,Aqua,MODIS,70,61.03,300.5,28.3,D,0
21.0764,74.3765,328.7,1.1,1,2023-01-01,0825,Aqua,MODIS,79,61.03,308.9,16.3,D,0
21.0841,74.3644,324.6,1.1,1,2023-01-01,0825,Aqua,MODIS,57,61.03,308.4,10.7,D,0
21.0825,74.354,361.4,1.1,1,2023-01-01,0825,Aqua,MODIS,100,61.03,310.4,89.5,D,0
21.0808,74.3436,335.4,1.1,1,2023-01-01,0825,Aqua,MODIS,85,61.03,308.1,27.8,D,0
21.0917,74.3523,328.8,1.1,1,2023-01-01,0825,Aqua,MODIS,72,61.03,307.7,16.6,D,0
21.6883,77.8866,317.2,1.1,1,2023-01-01,0825,Aqua,MODIS,60,61.03,304.6,8.6,D,0
21.6787,77.8159,318.1,1.1,1,2023-01-01,0825,Aqua,MODIS,68,61.03,305.7,9.1,D,0
21.1038,72.6425,314.4,1.4,1.2,2023-01-01,0825,Aqua,MODIS,0,61.03,302.2,10,D,2
22.115,75.3722,317.3,1,1,2023-01-01,0825,Aqua,MODIS,57,61.03,301.4,8.7,D,0
23.3636,78.3476,308.8,1.1,1.1,2023-01-01,0825,Aqua,MODIS,57,61.03,298.3,5.9,D,0
24.5206,83.8785,312.7,2.8,1.6,2023-01-01,0825,Aqua,MODIS,50,61.03,296.5,33.7,D,0
22.8945,69.9139,315.4,1.9,1.4,2023-01-01,0825,Aqua,MODIS,47,61.03,302.6,18.1,D,0
25.8255,78.4157,308.5,1.2,1.1,2023-01-01,0826,Aqua,MODIS,61,61.03,293.5,9,D,0
25.8284,78.4208,306.3,1.2,1.1,2023-01-01,0826,Aqua,MODIS,53,61.03,293.3,6.8,D,0
25.3302,73.2272,316.4,1.1,1,2023-01-01,0826,Aqua,MODIS,66,61.03,302.1,8.9,D,0
25.3285,73.2164,328,1.1,1.1,2023-01-01,0826,Aqua,MODIS,81,61.03,303.4,23.2,D,0
26.7407,73.2001,335.4,1.1,1,2023-01-01,0826,Aqua,MODIS,86,61.03,301.4,31.1,D,0
27.4878,72.3884,315.6,1.1,1.1,2023-01-01,0826,Aqua,MODIS,48,61.03,304,6.2,D,0
29.9128,74.9367,304.1,2.3,1.5,2023-01-01,2032,Aqua,MODIS,59,61.03,277.2,35.2,N,2
29.9107,74.9606,324.8,2.3,1.5,2023-01-01,2032,Aqua,MODIS,100,61.03,279.5,93.1,N,2
22.8015,86.2102,309.7,1.7,1.3,2023-01-01,2033,Aqua,MODIS,78,61.03,287.7,24.4,N,2
22.8022,86.2205,302.8,1.7,1.3,2023-01-01,2033,Aqua,MODIS,33,61.03,287.7,13.8,N,2
15.183,76.6613,304,1.1,1.1,2023-01-01,2036,Aqua,MODIS,58,61.03,294,6.6,N,2
26.8288,95.3118,310.9,2.1,1.4,2023-01-02,0434,Terra,MODIS,71,61.03,288.1,32.8,D,0
26.8241,95.3359,323.9,2.1,1.4,2023-01-02,0434,Terra,MODIS,83,61.03,288.3,68.6,D,0
26.8232,95.3292,323.7,2.1,1.4,2023-01-02,0434,Terra,MODIS,83,61.03,288.7,63.4,D,0
26.6611,93.2598,304.3,1.6,1.2,2023-01-02,0434,Terra,MODIS,0,61.03,293.9,9.8,D,0
26.3347,89.4746,310.9,1,1,2023-01-02,0434,Terra,MODIS,69,61.03,292.8,8.6,D,0
29.9009,74.9663,319.1,3.6,1.8,2023-01-02,0612,Terra,MODIS,79,61.03,286.4,117.6,D,2
22.8988,69.9159,311.2,2.3,1.5,2023-01-02,0614,Terra,MODIS,52,61.03,298.9,16.5,D,0
21.8324,82.5023,314.8,2.6,1.5,2023-01-02,0729,Aqua,MODIS,66,61.03,298.5,29.1,D,0
21.0551,81.7131,312,3,1.7,2023-01-02,0729,Aqua,MODIS,64,61.03,299.6,22.4,D,0
21.7085,82.7952,310.7,2.5,1.5,2023-01-02,0729,Aqua,MODIS,33,61.03,298.1,15.3,D,0
21.7041,82.772,310.3,2.5,1.5,2023-01-02,0729,Aqua,MODIS,47,61.03,297.8,14.8,D,0
21.7034,82.7894,314.3,2.5,1.5,2023-01-02,0729,Aqua,MODIS,60,61.03,298.8,28.2,D,0
21.7521,82.7542,314.9,2.5,1.5,2023-01-02,0729,Aqua,MODIS,53,61.03,298.3,28.2,D,0
21.7596,82.7477,316.5,2.5,1.5,2023-01-02,0729,Aqua,MODIS,68,61.03,299.1,31.6,D,0
21.7947,82.6423,312.7,2.5,1.5,2023-01-02,0729,Aqua,MODIS,62,61.03,299.4,21.8,D,0
21.8256,82.5108,311.3,2.6,1.5,2023-01-02,0729,Aqua,MODIS,40,61.03,298.6,18.1,D,0
21.821,82.4867,312.1,2.6,1.5,2023-01-02,0729,Aqua,MODIS,51,61.03,298.7,19.4,D,0
21.886,82.414,312.7,2.6,1.5,2023-01-02,0729,Aqua,MODIS,66,61.03,298.7,22.9,D,0
21.8813,82.3894,327.6,2.6,1.6,2023-01-02,0729,Aqua,MODIS,83,61.03,299.1,82,D,0
21.8917,82.4082,315.1,2.6,1.5,2023-01-02,0729,Aqua,MODIS,70,61.03,298.3,29.4,D,0
21.8868,82.3836,318.3,2.6,1.6,2023-01-02,0729,Aqua,MODIS,74,61.03,298,41,D,0
22.054,82.9535,309.1,2.3,1.5,2023-01-02,0729,Aqua,MODIS,55,61.03,297.3,15.4,D,0
22.7824,86.1964,311.1,1.4,1.2,2023-01-02,0729,Aqua,MODIS,47,61.03,293.1,10.6,D,2
23.1768,87.1434,308.4,1.2,1.1,2023-01-02,0729,Aqua,MODIS,59,61.03,295.7,6.1,D,0
23.3764,87.5955,309.8,1.1,1.1,2023-01-02,0729,Aqua,MODIS,62,61.03,297.7,5.4,D,0
23.4767,88.0452,310.3,1.1,1,2023-01-02,0729,Aqua,MODIS,63,61.03,298.2,5.4,D,0
23.6797,86.0881,305,1.3,1.1,2023-01-02,0729,Aqua,MODIS,23,61.03,292.2,5.1,D,2
23.7867,86.3518,309,1.3,1.1,2023-01-02,0729,Aqua,MODIS,40,61.03,294.7,7,D,2
25.3326,91.9006,308.8,1.1,1.1,2023-01-02,0729,Aqua,MODIS,66,61.03,293.7,9.7,D,0
25.3311,91.8893,304.4,1.1,1.1,2023-01-02,0729,Aqua,MODIS,46,61.03,293.4,6.2,D,0
25.3865,92.1713,307.3,1.2,1.1,2023-01-02,0729,Aqua,MODIS,64,61.03,293.8,7,D,0
25.3733,92.0675,307,1.2,1.1,2023-01-02,0729,Aqua,MODIS,63,61.03,293.1,7.8,D,0
26.8761,95.3217,308,1.9,1.4,2023-01-02,0730,Aqua,MODIS,55,61.03,291.4,18.1,D,0
26.5766,89.4587,307.2,1,1,2023-01-02,0730,Aqua,MODIS,55,61.03,294.5,5.3,D,0
27.0724,95.5148,300.1,2,1.4,2023-01-02,0730,Aqua,MODIS,27,61.03,289.7,9.2,D,0
25.6594,92.1478,303.3,1.2,1.1,2023-01-02,0730,Aqua,MODIS,56,61.03,291.8,5.7,D,0
26.0669,94.4201,312.4,1.6,1.3,2023-01-02,0730,Aqua,MODIS,72,61.03,292.1,22.1,D,0
26.8205,95.3146,307.1,1.9,1.4,2023-01-02,0730,Aqua,MODIS,65,61.03,290.4,19.1,D,0
26.8713,95.3303,315.9,1.9,1.4,2023-01-02,0730,Aqua,MODIS,76,61.03,291.5,34.1,D,0
26.8692,95.3097,310.5,1.9,1.4,2023-01-02,0730,Aqua,MODIS,70,61.03,290.6,23.2,D,0
26.8639,95.322,315.3,1.9,1.4,2023-01-02,0730,Aqua,MODIS,76,61.03,290.2,33.5,D,0
19.3438,76.0781,313.3,3.9,1.8,2023-01-02,0906,Aqua,MODIS,45,61.03,300.6,33.4,D,0
19.3551,76.0821,313.8,3.9,1.8,2023-01-02,0906,Aqua,MODIS,48,61.03,300.7,35.8,D,0
19.1289,74.5607,315.5,3,1.6,2023-01-02,0906,Aqua,MODIS,57,61.03,303,24.6,D,0
18.9667,73.1707,317,2.3,1.5,2023-01-02,0906,Aqua,MODIS,62,61.03,306,21.3,D,0
15.1767,76.6569,308.7,1.2,1.1,2023-01-02,1706,Terra,MODIS,74,61.03,294.3,9.4,N,2
15.1685,76.6691,304.7,1.2,1.1,2023-01-02,1706,Terra,MODIS,11,61.03,293.2,6.1,N,2
13.5418,76.7239,329.2,1.2,1.1,2023-01-02,1706,Terra,MODIS,100,61.03,292.2,35.3,N,0
14.7617,75.263,311.2,1,1,2023-01-02,1706,Terra,MODIS,82,61.03,291.5,10.9,N,0
16.6203,75.1312,300.9,1.1,1,2023-01-02,1707,Terra,MODIS,35,61.03,290.1,5.1,N,0
16.7528,76.5462,302.3,1.2,1.1,2023-01-02,1707,Terra,MODIS,48,61.03,291.1,6.4,N,0
16.3059,75.4615,302.1,1.1,1,2023-01-02,1707,Terra,MODIS,46,61.03,290.7,5.6,N,0
16.2349,75.4075,304.6,1.1,1,2023-01-02,1707,Terra,MODIS,61,61.03,290.6,7,N,0
16.2362,75.4173,307.4,1.1,1,2023-01-02,1707,Terra,MODIS,71,61.03,290.6,9,N,0
17.9307,74.3445,306.1,1,1,2023-01-02,1707,Terra,MODIS,67,61.03,290.4,7.9,N,0
15.9559,75.046,300.6,1,1,2023-01-02,1707,Terra,MODIS,30,61.03,289.3,4.4,N,0
15.8458,75.1173,304.4,1,1,2023-01-02,1707,Terra,MODIS,60,61.03,291.4,6,N,0
15.7939,75.0047,303.1,1,1,2023-01-02,1707,Terra,MODIS,53,61.03,291.3,5.2,N,0
15.5293,74.8161,307.9,1,1,2023-01-02,1707,Terra,MODIS,73,61.03,291.1,8.8,N,0
15.1986,74.9567,303.8,1,1,2023-01-02,1707,Terra,MODIS,57,61.03,290.8,6.3,N,0
15.1399,75.0674,302.4,1,1,2023-01-02,1707,Terra,MODIS,49,61.03,290.6,5.4,N,0
16.1021,75.6659,302.5,1.1,1,2023-01-02,1707,Terra,MODIS,50,61.03,291.1,5.8,N,0
18.0765,75.1617,307.2,1.1,1,2023-01-02,1707,Terra,MODIS,70,61.03,291,9.3,N,0
18.1524,75.5266,303,1.1,1.1,2023-01-02,1707,Terra,MODIS,53,61.03,289.9,7.2,N,0
18.1511,75.5162,302.9,1.1,1.1,2023-01-02,1707,Terra,MODIS,52,61.03,289.8,7.1,N,0
17.918,74.3852,306.9,1,1,2023-01-02,1707,Terra,MODIS,70,61.03,292.3,8.4,N,0
18.1308,74.3252,316,1,1,2023-01-02,1707,Terra,MODIS,92,61.03,290.3,15.8,N,0
18.5461,74.4725,301,1,1,2023-01-02,1707,Terra,MODIS,36,61.03,289.1,5.4,N,0
18.6161,74.3083,300.9,1,1,2023-01-02,1707,Terra,MODIS,35,61.03,289.4,5.3,N,0
17.882,74.3228,300.9,1,1,2023-01-02,1707,Terra,MODIS,35,61.03,290.1,4.8,N,0
17.8179,73.9872,301.9,1,1,2023-01-02,1707,Terra,MODIS,45,61.03,288.9,5.9,N,0
17.7519,75.2033,302.4,1.1,1,2023-01-02,1707,Terra,MODIS,49,61.03,290,6.5,N,0
17.5308,74.1798,301.4,1,1,2023-01-02,1707,Terra,MODIS,40,61.03,289,5.5,N,0
17.0625,74.387,311.3,1,1,2023-01-02,1707,Terra,MODIS,82,61.03,290.5,11.3,N,0
16.9616,74.2555,308.6,1,1,2023-01-02,1707,Terra,MODIS,75,61.03,290.6,9.2,N,0
16.8557,74.4209,308.3,1,1,2023-01-02,1707,Terra,MODIS,74,61.03,291.5,8.7,N,0
16.6986,74.3521,314.4,1,1,2023-01-02,1707,Terra,MODIS,89,61.03,291.1,13.6,N,0
16.6999,74.3614,316.5,1,1,2023-01-02,1707,Terra,MODIS,93,61.03,291.7,15.3,N,0
21.1096,72.6361,307.5,1,1,2023-01-02,1708,Terra,MODIS,49,61.03,292.5,7.2,N,2
19.5265,77.439,303.4,1.5,1.2,2023-01-02,1708,Terra,MODIS,55,61.03,289.4,11.5,N,0
19.0973,74.1946,307.8,1,1,2023-01-02,1708,Terra,MODIS,73,61.03,289.6,9.3,N,0
21.2296,73.0946,301.3,1,1,2023-01-02,1708,Terra,MODIS,40,61.03,288.8,5.5,N,2
19.3897,76.0267,300.9,1.2,1.1,2023-01-02,1708,Terra,MODIS,35,61.03,289.7,6.2,N,0
29.9109,74.9571,323.1,1.4,1.2,2023-01-02,1710,Terra,MODIS,100,61.03,281.9,42.5,N,2
29.9093,74.9425,325.1,1.4,1.2,2023-01-02,1710,Terra,MODIS,100,61.03,281.7,46,N,2
29.9153,74.9511,336.1,1.2,1.1,2023-01-02,2114,Aqua,MODIS,100,61.03,280.3,54.2,N,2
29.9132,74.9632,314.9,1.2,1.1,2023-01-02,2114,Aqua,MODIS,90,61.03,279.3,22.6,N,2
29.9144,74.9439,300.1,1.2,1.1,2023-01-02,2114,Aqua,MODIS,18,61.03,279,10.6,N,2
29.9124,74.9561,322.9,1.2,1.1,2023-01-02,2114,Aqua,MODIS,100,61.03,280.3,33.2,N,2
31.3036,77.0851,300.1,1.1,1,2023-01-03,0514,Terra,MODIS,26,61.03,287.8,5.8,D,0
29.9906,80.212,307.5,1,1,2023-01-03,0515,Terra,MODIS,65,61.03,288.3,10.4,D,0
30.0073,79.926,302.6,1,1,2023-01-03,0515,Terra,MODIS,50,61.03,287.5,6.9,D,0
21.1081,72.6433,314.9,1.4,1.2,2023-01-03,0517,Terra,MODIS,0,61.03,300.9,13.9,D,2
22.7627,78.8081,303.2,1.1,1,2023-01-03,0517,Terra,MODIS,53,61.03,289.2,5.5,D,0
21.5728,72.9386,307.9,1.4,1.2,2023-01-03,0517,Terra,MODIS,45,61.03,297.3,5.8,D,0
21.5712,72.9517,310.2,1.4,1.2,2023-01-03,0517,Terra,MODIS,57,61.03,297.7,8.4,D,0
21.1131,75.0755,308.8,1.1,1,2023-01-03,0517,Terra,MODIS,45,61.03,297,4.7,D,0
21.0491,72.8956,308.9,1.4,1.2,2023-01-03,0517,Terra,MODIS,48,61.03,297.7,6.6,D,0
20.6317,75.0943,309.3,1.1,1,2023-01-03,0517,Terra,MODIS,48,61.03,296.1,5.1,D,0
20.6303,75.1042,321.1,1.1,1,2023-01-03,0517,Terra,MODIS,75,61.03,297.4,16,D,0
18.9359,77.1342,313.3,1,1,2023-01-03,0518,Terra,MODIS,60,61.03,300.5,5.2,D,0
19.7384,74.699,311.9,1.1,1,2023-01-03,0518,Terra,MODIS,54,61.03,300.1,5.7,D,0
19.737,74.709,313.4,1.1,1,2023-01-03,0518,Terra,MODIS,60,61.03,300.6,7.1,D,0
19.4324,76.2806,312.9,1,1,2023-01-03,0518,Terra,MODIS,60,61.03,299,5.7,D,0
19.431,76.2899,323.8,1,1,2023-01-03,0518,Terra,MODIS,78,61.03,299.8,15.7,D,0
19.4352,75.9986,312.2,1,1,2023-01-03,0518,Terra,MODIS,58,61.03,299.1,5.4,D,0
19.3973,76.1357,315.5,1,1,2023-01-03,0518,Terra,MODIS,66,61.03,299.2,8,D,0
19.4292,75.5885,312,1,1,2023-01-03,0518,Terra,MODIS,57,61.03,299.4,5.5,D,0
19.3448,76.1114,317.3,1,1,2023-01-03,0518,Terra,MODIS,69,61.03,299.3,9.7,D,0
19.3434,76.1207,317.7,1,1,2023-01-03,0518,Terra,MODIS,70,61.03,298.6,10.1,D,0
19.1391,76.4535,311,1,1,2023-01-03,0518,Terra,MODIS,50,61.03,298.7,4.6,D,0
19.1378,76.4628,310.5,1,1,2023-01-03,0518,Terra,MODIS,46,61.03,298.6,4.2,D,0
19.1133,76.3097,321.9,1,1,2023-01-03,0518,Terra,MODIS,75,61.03,299.4,14.1,D,0
19.0527,76.4142,328.1,1,1,2023-01-03,0518,Terra,MODIS,81,61.03,301,19.6,D,0
19.7651,75.2365,310.4,1,1,2023-01-03,0518,Terra,MODIS,49,61.03,298.6,4.9,D,0
19.1303,75.36,312.5,1,1,2023-01-03,0518,Terra,MODIS,42,61.03,299.5,5.2,D,0
18.7622,73.9464,310.9,1.1,1.1,2023-01-03,0518,Terra,MODIS,46,61.03,298.3,5,D,0
18.4021,75.2955,329.7,1,1,2023-01-03,0518,Terra,MODIS,83,61.03,298.7,22.8,D,0
18.2956,75.1321,312.1,1,1,2023-01-03,0518,Terra,MODIS,53,61.03,299.7,4.9,D,0
18.2943,75.1416,313.4,1,1,2023-01-03,0518,Terra,MODIS,58,61.03,300.4,5.6,D,0
18.134,75.617,312.2,1,1,2023-01-03,0518,Terra,MODIS,52,61.03,299.4,4.5,D,0
17.6991,77.2462,313,1,1,2023-01-03,0518,Terra,MODIS,54,61.03,298.1,6.7,D,0
17.9549,74.6074,317.1,1,1,2023-01-03,0518,Terra,MODIS,59,61.03,298.6,9.7,D,0
17.8331,75.3435,323.5,1,1,2023-01-03,0518,Terra,MODIS,76,61.03,298.6,15.2,D,0
17.8318,75.3528,311,1,1,2023-01-03,0518,Terra,MODIS,30,61.03,298.6,3.9,D,0
17.8622,74.9388,311.2,1,1,2023-01-03,0518,Terra,MODIS,43,61.03,298.2,4.8,D,0
17.7208,75.859,315.7,1,1,2023-01-03,0518,Terra,MODIS,61,61.03,301.9,6.1,D,0
17.1134,79.7303,311.3,1.4,1.2,2023-01-03,0518,Terra,MODIS,56,61.03,298.8,8.6,D,0
